Name, Topic Label, Score
Far Future Advances in Human Performance Augmentation.txt, Revolution, 0.8699
Far Future Advances in Human Performance Augmentation.txt, Statistics, 0.8607
Far Future Advances in Human Performance Augmentation.txt, Nutrition, 0.8531
Far Future Advances in Human Performance Augmentation.txt, Cognitive science, 0.8511
Far Future Advances in Human Performance Augmentation.txt, Gene, 0.8505
Far Future Advances in Human Performance Augmentation.txt, Concept, 0.8488
Far Future Advances in Human Performance Augmentation.txt, Data, 0.8392
Far Future Advances in Human Performance Augmentation.txt, Communication, 0.8283
Far Future Advances in Human Performance Augmentation.txt, Human genome, 0.8282
Far Future Advances in Human Performance Augmentation.txt, Armour, 0.8251
Far Future Advances in Human Performance Augmentation.txt, Empathy, 0.821
Far Future Advances in Human Performance Augmentation.txt, Navy, 0.8207
Far Future Advances in Human Performance Augmentation.txt, Natural environment, 0.8128
Far Future Advances in Human Performance Augmentation.txt, France, 0.7965
Far Future Advances in Human Performance Augmentation.txt, Innovation, 0.7958
Far Future Advances in Human Performance Augmentation.txt, Deception, 0.7893
Far Future Advances in Human Performance Augmentation.txt, Genetics, 0.7892
Far Future Advances in Human Performance Augmentation.txt, Neuroscience, 0.7856
Far Future Advances in Human Performance Augmentation.txt, Educational assessment, 0.7721
Far Future Advances in Human Performance Augmentation.txt, Reference range, 0.7674
Far Future Advances in Human Performance Augmentation.txt, Institutional review board, 0.766
Far Future Advances in Human Performance Augmentation.txt, New media, 0.7596
Far Future Advances in Human Performance Augmentation.txt, Behavior, 0.7532
Far Future Advances in Human Performance Augmentation.txt, Memory, 0.7504
Far Future Advances in Human Performance Augmentation.txt, Vietnam, 0.7476
Far Future Advances in Human Performance Augmentation.txt, Missile, 0.7458
Far Future Advances in Human Performance Augmentation.txt, Money, 0.7455
Far Future Advances in Human Performance Augmentation.txt, Organization development, 0.7454
Far Future Advances in Human Performance Augmentation.txt, Advanced Chess, 0.7441
Far Future Advances in Human Performance Augmentation.txt, Human Genome Project, 0.7414
Far Future Advances in Human Performance Augmentation.txt, Intelligence, 0.7374
Far Future Advances in Human Performance Augmentation.txt, Air force, 0.7371
Far Future Advances in Human Performance Augmentation.txt, Variance, 0.7371
Far Future Advances in Human Performance Augmentation.txt, Group cohesiveness, 0.7361
Far Future Advances in Human Performance Augmentation.txt, Garry Kasparov, 0.7359
Far Future Advances in Human Performance Augmentation.txt, Mind, 0.7352
Far Future Advances in Human Performance Augmentation.txt, Mathematics, 0.7321
Far Future Advances in Human Performance Augmentation.txt, Psychological concepts, 0.7284
Far Future Advances in Human Performance Augmentation.txt, Analogy, 0.7228
Far Future Advances in Human Performance Augmentation.txt, News, 0.7199
Far Future Advances in Human Performance Augmentation.txt, Learning, 0.7187
Far Future Advances in Human Performance Augmentation.txt, Functional magnetic resonance imaging, 0.7182
Far Future Advances in Human Performance Augmentation.txt, Investment, 0.7172
Far Future Advances in Human Performance Augmentation.txt, Norm (social), 0.7076
Far Future Advances in Human Performance Augmentation.txt, Brain–computer interface, 0.7061
Far Future Advances in Human Performance Augmentation.txt, Deep Blue (chess computer), 0.7039
Far Future Advances in Human Performance Augmentation.txt, Army, 0.702
Far Future Advances in Human Performance Augmentation.txt, Information, 0.7015
Far Future Advances in Human Performance Augmentation.txt, Genome project, 0.6937
Far Future Advances in Human Performance Augmentation.txt, Risk assessment, 0.6892
Far Future Advances in Human Performance Augmentation.txt, Internet of things, 0.6884
Far Future Advances in Human Performance Augmentation.txt, Dehydroepiandrosterone, 0.6863
Far Future Advances in Human Performance Augmentation.txt, Psychological warfare, 0.6853
Far Future Advances in Human Performance Augmentation.txt, Forecasting, 0.6845
Far Future Advances in Human Performance Augmentation.txt, Out-of-body experience, 0.6833
Far Future Advances in Human Performance Augmentation.txt, Menu, 0.6828
Far Future Advances in Human Performance Augmentation.txt, Matter, 0.68
Far Future Advances in Human Performance Augmentation.txt, Genome, 0.6787
Far Future Advances in Human Performance Augmentation.txt, Ratio, 0.6769
Far Future Advances in Human Performance Augmentation.txt, DNA sequencing, 0.6703
Far Future Advances in Human Performance Augmentation.txt, Combined arms, 0.6683
Far Future Advances in Human Performance Augmentation.txt, Carl von Clausewitz, 0.6628
Far Future Advances in Human Performance Augmentation.txt, United States Congress, 0.6608
Far Future Advances in Human Performance Augmentation.txt, Insight, 0.6576
Far Future Advances in Human Performance Augmentation.txt, Dogfight, 0.6433
Far Future Advances in Human Performance Augmentation.txt, Computer performance, 0.6413
Far Future Advances in Human Performance Augmentation.txt, Neuroenhancement, 0.6388
Far Future Advances in Human Performance Augmentation.txt, United States Department of Defense, 0.638
Far Future Advances in Human Performance Augmentation.txt, Social stress, 0.6378
Far Future Advances in Human Performance Augmentation.txt, Safety, 0.6253
Far Future Advances in Human Performance Augmentation.txt, Emergence, 0.6244
Far Future Advances in Human Performance Augmentation.txt, Literature, 0.6239
Far Future Advances in Human Performance Augmentation.txt, Physical exercise, 0.6224
Far Future Advances in Human Performance Augmentation.txt, Dystopia, 0.6217
Far Future Advances in Human Performance Augmentation.txt, DNA, 0.6115
Far Future Advances in Human Performance Augmentation.txt, Energy, 0.6114
Far Future Advances in Human Performance Augmentation.txt, Modafinil, 0.6082
Kamikaze01.txt, Ships of the United States, 0.9794
Kamikaze01.txt, Ships, 0.9395
Kamikaze01.txt, Kamikaze, 0.9233
Kamikaze01.txt, Meteorology, 0.8692
Kamikaze01.txt, Atmospheric sciences, 0.7768
Kamikaze01.txt, Clouds, 0.7706
Kamikaze01.txt, Clouds, fog and precipitation, 0.7373
Kamikaze01.txt, Cumulus cloud, 0.7305
Kamikaze01.txt, Japan–United States military relations, 0.6793
Kamikaze01.txt, Pacific theatre of World War II, 0.6708
Kamikaze01.txt, Forms of water, 0.6486
Kamikaze01.txt, World War II suicide weapons of Japan, 0.6258
Kamikaze01.txt, Physical geography, 0.6213
Kamikaze01.txt, Suicide weapons, 0.6039
Kamikaze01.txt, Theaters and campaigns of World War II, 0.6003
ARSENL Live-fly 50 UAVs.txt, Aviation, 1
ARSENL Live-fly 50 UAVs.txt, Aeronautics, 1
ARSENL Live-fly 50 UAVs.txt, Aircraft, 1
ARSENL Live-fly 50 UAVs.txt, Aerospace engineering, 1
ARSENL Live-fly 50 UAVs.txt, Industries, 1
ARSENL Live-fly 50 UAVs.txt, Atmosphere of Earth, 0.9133
ARSENL Live-fly 50 UAVs.txt, Vehicles, 0.8999
ARSENL Live-fly 50 UAVs.txt, Transport, 0.8564
ARSENL Live-fly 50 UAVs.txt, Artificial objects, 0.8309
ARSENL Live-fly 50 UAVs.txt, Vehicle operation, 0.8282
ARSENL Live-fly 50 UAVs.txt, Military aviation, 0.6391
ARSENL Live-fly 50 UAVs.txt, Industry, 0.6317
ARSENL Live-fly 50 UAVs.txt, Technology, 0.6108
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Leadership, 1
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Human Dimension, 1
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Innovation, 1
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, United States, 1
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Multiculturalism, 1
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Technology, 0.925
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Concept, 0.911
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Gender, 0.9053
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Dimension, 0.903
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Reason, 0.875
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Mentorship, 0.7949
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Culture, 0.7691
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Ship, 0.7598
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Army, 0.756
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Psychological resilience, 0.7493
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Operationalization, 0.7268
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, United States Army, 0.7106
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Natural environment, 0.7097
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Developmental psychology, 0.6818
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Science, 0.6677
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Science, technology and society, 0.6422
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Imagination, 0.6375
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Race (human classification), 0.6335
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Folk music, 0.6234
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Soldier, 0.6187
TRADOC Mad Scientist 2015 Welcome Remarks w_ LTG Mangum.txt, Recruit training, 0.6101
paulmovie1.txt, Technology, 0.805
paulmovie1.txt, Areas of computer science, 0.7018
paulmovie1.txt, Artificial intelligence, 0.6635
paulmovie1.txt, Scientific observation, 0.6451
paulmovie1.txt, Emerging technologies, 0.6354
paulmovie1.txt, Infographics, 0.6226
paulmovie1.txt, Artificial objects, 0.6211
e-puck-278-cinepak.txt, Electrical equipment, 1
e-puck-278-cinepak.txt, Electric power distribution, 1
e-puck-278-cinepak.txt, Electrical safety, 1
e-puck-278-cinepak.txt, Power (physics), 1
e-puck-278-cinepak.txt, Components, 1
e-puck-278-cinepak.txt, Equipment, 1
e-puck-278-cinepak.txt, Electromagnetism, 1
e-puck-278-cinepak.txt, Manufactured goods, 1
e-puck-278-cinepak.txt, Power cables, 1
e-puck-278-cinepak.txt, Wire, 1
e-puck-278-cinepak.txt, Electric power, 1
e-puck-278-cinepak.txt, Electrical wiring, 1
e-puck-278-cinepak.txt, Electrical components, 1
e-puck-278-cinepak.txt, Electricity, 1
e-puck-278-cinepak.txt, Electrical engineering, 1
e-puck-278-cinepak.txt, Power engineering, 1
e-puck-278-cinepak.txt, Safety switches, 1
e-puck-278-cinepak.txt, Building engineering, 1
e-puck-278-cinepak.txt, Energy engineering, 0.8825
e-puck-278-cinepak.txt, Energy infrastructure, 0.8484
e-puck-278-cinepak.txt, Switches, 0.8212
e-puck-278-cinepak.txt, Energy, 0.7037
e-puck-278-cinepak.txt, Machines, 0.6939
e-puck-278-cinepak.txt, Safety equipment, 0.6892
e-puck-278-cinepak.txt, Technology, 0.6713
e-puck-278-cinepak.txt, Safety, 0.6706
e-puck-278-cinepak.txt, Artificial objects, 0.6589
e-puck-278-cinepak.txt, Robotics, 0.6482
e-puck-278-cinepak.txt, Manufacturing, 0.6245
e-puck-278-cinepak.txt, Electromechanical engineering, 0.6029
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, United States, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Mercenary, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Military, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Tax, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, War, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Terrorism, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Veteran, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, September 11 attacks, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Liberalism, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Narrative, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Roman Empire, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Zombie, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Knowledge, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, China, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Conservatism, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, United States Military Academy, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, American Sniper, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, History of the United States, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, George W. Bush, 1
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Joke, 0.9978
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, War bond, 0.9965
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Japan, 0.986
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, News, 0.9839
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Nothing, 0.9822
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Anger, 0.9763
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, John F. Kennedy, 0.9532
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Military service, 0.9527
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Islam, 0.9516
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Privatization, 0.9386
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, The Hurt Locker, 0.9297
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Mind, 0.9214
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Populism, 0.9212
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Liberal democracy, 0.919
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Defense Logistics Agency, 0.914
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Democracy, 0.9104
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Iraq War, 0.9059
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, God, 0.9012
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Self, 0.8989
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Slavery, 0.8951
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Germany, 0.8947
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Union (American Civil War), 0.8847
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Citizenship, 0.8834
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Afghanistan, 0.88
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Wiccan (comics), 0.8717
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, World War Z, 0.8641
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Ethics, 0.8638
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Audie Murphy, 0.8626
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Donald Rumsfeld, 0.8587
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Will Ferrell, 0.8557
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Theatre, 0.85
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Culture, 0.8456
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Actor, 0.8405
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Carthage, 0.8396
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Conversation, 0.8359
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Family Guy, 0.8322
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, New media, 0.8285
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Academi, 0.8283
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Logistics, 0.8166
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Risk, 0.8152
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Algeria, 0.8058
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Folk music, 0.8013
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, We choose to go to the Moon, 0.794
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Truth, 0.7938
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Zero Dark Thirty, 0.7931
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Don't ask, don't tell, 0.7884
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Europe, 0.783
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Taliban, 0.7819
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Walmart, 0.7784
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Iraq, 0.7757
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Sleep, 0.7757
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Natural disaster, 0.7753
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Thought, 0.7709
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Film, 0.766
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Politics, 0.7638
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Emergency, 0.7609
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Religion, 0.7598
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, News media, 0.7593
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Anchorman 2: The Legend Continues, 0.7591
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Posttraumatic stress disorder, 0.7564
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Thomas Jefferson, 0.7547
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Vietnam, 0.7543
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Reality television, 0.7501
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Individualism, 0.748
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Neville Chamberlain, 0.7444
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Sniper, 0.7406
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Malcolm X, 0.7333
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Great power, 0.7327
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Nuclear weapon, 0.7295
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Bus, 0.7225
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Tank, 0.721
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Choctaw, 0.7163
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, The New York Times, 0.7157
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, United States Marine Corps, 0.706
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, George Costanza, 0.701
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Substance dependence, 0.6991
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Symposium (Plato), 0.6985
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Soviet Union, 0.6945
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, History of slavery, 0.6937
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Bullying, 0.693
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Language, 0.687
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, California, 0.6795
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, The Home Depot, 0.6769
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Reserve Officers' Training Corps, 0.6719
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, President of the United States, 0.6671
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Bond (finance), 0.6666
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Divorce, 0.6618
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Latin America, 0.6588
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Homeland (TV series), 0.6475
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Pardon, 0.6459
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, John Wayne, 0.6451
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Commander-in-chief, 0.6443
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, United Kingdom, 0.6378
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, World War II, 0.6371
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Pakistan, 0.6354
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Assassination, 0.629
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Divide and conquer algorithm, 0.6282
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Serbia, 0.6264
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Muslim world, 0.6253
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Millennials, 0.6239
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Coming out, 0.6141
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, First-person narrative, 0.6127
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Hurricane Sandy, 0.6112
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Midwestern United States, 0.6094
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Government, 0.6094
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Royal Navy, 0.6062
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Leadership, 0.604
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Detroit, 0.6033
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Navajo, 0.6032
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Reality, 0.6031
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, United States Department of Veterans Affairs, 0.6022
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, Refugee, 0.6016
2016 CSS-TRADOC Mad Scientist Conference Day 2 Max Brooks.txt, France, 0.6002
GTRI LOCUST.txt, Sky, 1
GTRI LOCUST.txt, Dawn, 0.879
GTRI LOCUST.txt, Heron, 0.7867
GTRI LOCUST.txt, Earth phenomena, 0.7642
GTRI LOCUST.txt, Sunset, 0.7608
GTRI LOCUST.txt, Earth sciences, 0.6369
GTRI LOCUST.txt, Physical phenomena, 0.6066
Mad scientist conf intro Final.txt, Innovation, 1
Mad scientist conf intro Final.txt, Science and technology, 1
Mad scientist conf intro Final.txt, Technology, 1
Mad scientist conf intro Final.txt, United States, 0.9559
Mad scientist conf intro Final.txt, Change, 0.8317
Mad scientist conf intro Final.txt, International security, 0.8084
Mad scientist conf intro Final.txt, Artificial objects, 0.7915
Mad scientist conf intro Final.txt, Sky, 0.7424
Mad scientist conf intro Final.txt, Science, 0.7104
Mad scientist conf intro Final.txt, Business, 0.6597
Mad scientist conf intro Final.txt, Weapon, 0.6101
Mad scientist conf intro Final.txt, Global Positioning System, 0.6052
Hoverbike edit.txt, Vehicles, 1
Hoverbike edit.txt, Transport, 1
Hoverbike edit.txt, Artificial objects, 1
Hoverbike edit.txt, Manufactured goods, 1
Hoverbike edit.txt, Technology, 1
Hoverbike edit.txt, Transportation engineering, 1
Hoverbike edit.txt, Industries, 0.8606
Hoverbike edit.txt, Vehicle technology, 0.7319
Hoverbike edit.txt, Wheeled vehicles, 0.7091
Hoverbike edit.txt, Land vehicles, 0.644
Hoverbike edit.txt, Military equipment, 0.6106
Hoverbike edit.txt, Automobiles, 0.6023
Building Cohesive Teams in the Far Future.txt, United States Military Academy, 1
Building Cohesive Teams in the Far Future.txt, Ethics, 1
Building Cohesive Teams in the Far Future.txt, Leadership, 1
Building Cohesive Teams in the Far Future.txt, Science, technology, engineering, and mathematics, 1
Building Cohesive Teams in the Far Future.txt, United States, 1
Building Cohesive Teams in the Far Future.txt, Cadet, 1
Building Cohesive Teams in the Far Future.txt, John Locke (Lost), 1
Building Cohesive Teams in the Far Future.txt, Detroit, 1
Building Cohesive Teams in the Far Future.txt, Robotics, 1
Building Cohesive Teams in the Far Future.txt, Engineering, 1
Building Cohesive Teams in the Far Future.txt, Statistics, 1
Building Cohesive Teams in the Far Future.txt, Engineer, 1
Building Cohesive Teams in the Far Future.txt, Science, 1
Building Cohesive Teams in the Far Future.txt, Multiculturalism, 0.9591
Building Cohesive Teams in the Far Future.txt, Nanotechnology, 0.9507
Building Cohesive Teams in the Far Future.txt, Psychological resilience, 0.9466
Building Cohesive Teams in the Far Future.txt, Recruit training, 0.9352
Building Cohesive Teams in the Far Future.txt, National Society of Black Engineers, 0.9248
Building Cohesive Teams in the Far Future.txt, Military academy, 0.9209
Building Cohesive Teams in the Far Future.txt, Rotary International, 0.9039
Building Cohesive Teams in the Far Future.txt, Technology, 0.872
Building Cohesive Teams in the Far Future.txt, Education, 0.8467
Building Cohesive Teams in the Far Future.txt, Virginia Military Institute, 0.8293
Building Cohesive Teams in the Far Future.txt, Volunteering, 0.8292
Building Cohesive Teams in the Far Future.txt, Academic honor code, 0.7875
Building Cohesive Teams in the Far Future.txt, United States Army Corps of Engineers, 0.7843
Building Cohesive Teams in the Far Future.txt, Infidelity, 0.7811
Building Cohesive Teams in the Far Future.txt, Online community, 0.779
Building Cohesive Teams in the Far Future.txt, 82nd Airborne Division, 0.7773
Building Cohesive Teams in the Far Future.txt, George Washington, 0.7439
Building Cohesive Teams in the Far Future.txt, Natural environment, 0.7376
Building Cohesive Teams in the Far Future.txt, Airborne forces, 0.7105
Building Cohesive Teams in the Far Future.txt, Corps, 0.7085
Building Cohesive Teams in the Far Future.txt, Neuroplasticity, 0.7005
Building Cohesive Teams in the Far Future.txt, Lisa Simpson, 0.6979
Building Cohesive Teams in the Far Future.txt, Wake Forest University, 0.6845
Building Cohesive Teams in the Far Future.txt, Drill instructor, 0.6768
Building Cohesive Teams in the Far Future.txt, Poverty, 0.6766
Building Cohesive Teams in the Far Future.txt, Liberalism, 0.675
